animal_id,animal_name,animal_type,primary_color,secondary_color,sex,dob,intake_date,intake_condition,intake_type,intake_subtype,reason_for_intake,outcome_date,crossing,jurisdiction,outcome_type,outcome_subtype,latitude,longitude,intake_is_dead,outcome_is_dead,was_outcome_alive,geopoint
A689047,catmandu,cat,black,NA,Neutered,2022-10-19,2022-11-19,normal,stray,otc,NA,2022-11-28,"5400 BLK LIME AVE, LONG BEACH, CA 90805",Long Beach,rescue,catpaws,33.8543492,-118.183958,Alive on Intake,FALSE,1,"33.8543492, -118.183958"
A698640,NA,cat,white,NA,Male,2023-05-09,2023-05-12,under age/weight,stray,field,NA,2023-05-17,"2800 PALO VERDE AVE, LONG BEACH, CA 90815",Long Beach,rescue,catpaws,33.8070567,-118.1076147,Alive on Intake,FALSE,1,"33.8070567, -118.1076147"
A663482,NA,cat,brown  tabby,NA,Spayed,2019-09-09,2021-09-09,fractious,stray,field,NA,2021-09-29,"5400 BLK LIME AVE, LONG BEACH, CA 90805",Long Beach,community cat,NA,33.8543492,-118.183958,Alive on Intake,FALSE,1,"33.8543492, -118.183958"
A698641,NA,cat,white,NA,Unknown,2023-05-09,2023-05-12,under age/weight,stray,field,NA,2023-05-17,"2800 PALO VERDE AVE, LONG BEACH, CA 90815",Long Beach,rescue,catpaws,33.8070567,-118.1076147,Alive on Intake,FALSE,1,"33.8070567, -118.1076147"
A698643,NA,cat,black,NA,Unknown,2023-05-09,2023-05-12,under age/weight,stray,field,NA,2023-05-17,"2800 PALO VERDE AVE, LONG BEACH, CA 90815",Long Beach,rescue,capaws,33.8070567,-118.1076147,Alive on Intake,FALSE,1,"33.8070567, -118.1076147"
A698645,NA,cat,calico,NA,Unknown,2023-05-09,2023-05-12,under age/weight,stray,field,NA,2023-05-13,"2800 PALO VERDE AVE, LONG BEACH, CA 90815",Long Beach,died,in kennel,33.8070567,-118.1076147,Alive on Intake,TRUE,0,"33.8070567, -118.1076147"
A687167,sissyb,cat,black,NA,Spayed,2014-10-01,2022-10-19,normal,welfare seized,police,NA,2022-10-26,"1500 BLK W 31ST ST, LONG BEACH, CA 90810",Long Beach,return to owner,walkin,33.813999,-118.2122092,Alive on Intake,FALSE,1,"33.813999, -118.2122092"
A697431,NA,cat,peach,NA,Male,2023-04-25,2023-04-25,under age/weight,stray,field,NA,2023-04-27,"5400 BLK LINDEN AVE, LB 90805",Long Beach,rescue,capaws,33.8543157,-118.1859397,Alive on Intake,FALSE,1,"33.8543157, -118.1859397"
A697430,NA,cat,peach,NA,Male,2023-04-25,2023-04-25,under age/weight,stray,field,NA,2023-04-27,"5400 BLK LINDEN AVE, LB 90805",Long Beach,rescue,capaws,33.8543157,-118.1859397,Alive on Intake,FALSE,1,"33.8543157, -118.1859397"
A697435,NA,cat,calico,NA,Unknown,2023-04-25,2023-04-25,under age/weight,stray,field,NA,2023-04-27,"5400 BLK LINDEN AVE, LB 90805",Long Beach,died,in kennel,33.8543157,-118.1859397,Alive on Intake,TRUE,0,"33.8543157, -118.1859397"
A656530,*barney,cat,black,white,Neutered,2021-04-13,2021-04-21,under age/weight,stray,otc,NA,2021-07-28,"2801 ATLANTIC AVE, LONG BEACH, CA 90806",Long Beach,adoption,pfe/pawshp,33.8083474,-118.1867193,Alive on Intake,FALSE,1,"33.8083474, -118.1867193"
A697433,NA,cat,orange,NA,Unknown,2023-04-25,2023-04-25,under age/weight,stray,field,NA,2023-04-27,"5400 BLK LINDEN AVE, LB 90805",Long Beach,died,in kennel,33.8543157,-118.1859397,Alive on Intake,TRUE,0,"33.8543157, -118.1859397"
A627310,*dr frankenstein,cat,black,NA,Neutered,2019-04-09,2019-05-29,normal,stray,field,NA,2019-06-22,"2801 ATLANTIC AVE, LONG BEACH, CA 90806",Long Beach,adoption,referral,33.8083474,-118.1867193,Alive on Intake,FALSE,1,"33.8083474, -118.1867193"
A656529,jordan,cat,black,white,Spayed,2021-04-13,2021-04-21,under age/weight,stray,otc,NA,2021-06-12,"2801 ATLANTIC AVE, LONG BEACH, CA 90806",Long Beach,foster to adopt,NA,33.8083474,-118.1867193,Alive on Intake,FALSE,1,"33.8083474, -118.1867193"
A636314,a636314 *arthur,cat,black,white,Neutered,2019-07-16,2019-11-16,normal,stray,otc,NA,2019-11-30,"5400 BLK LINDEN AVE, LONG BEACH, CA 90805",Long Beach,"shelter, neuter, return",straycatal,33.8543157,-118.1859397,Alive on Intake,FALSE,1,"33.8543157, -118.1859397"
A661233,*tiffany,cat,white,brown  tabby,Female,2021-03-19,2021-08-04,normal,stray,field,NA,2021-09-06,"2873 PACIFIC AVE, LONG BEACH, CA 90806",Long Beach,euthanasia,ill modera,33.809411,-118.1940185,Alive on Intake,TRUE,0,"33.809411, -118.1940185"
A631483,a631483*lady,cat,brown  tabby,NA,Spayed,2019-04-08,2019-08-08,fractious,stray,otc,NA,2019-08-22,"5400 BLK N PARAMOUNT BLVD, LONG BEACH, CA 90805",Long Beach,"shelter, neuter, return",straycatal,33.8545294,-118.1564047,Alive on Intake,FALSE,1,"33.8545294, -118.1564047"
A690625,NA,cat,brown  tiger,white,Male,2022-11-16,2022-12-16,under age/weight,stray,field,NA,2022-12-16,"1500 BLK W SUMMIT ST, LONG BEACH, CA 90810",Long Beach,euthanasia,ill severe,33.7924587,-118.2123431,Alive on Intake,TRUE,0,"33.7924587, -118.2123431"
A680307,*chiasson,cat,black,white,Neutered,2012-07-20,2022-07-19,injured  moderate,stray,field,NA,2022-07-22,"5400 BLK N PARAMOUNT BLVD, LONG BEACH, CA 90805",Long Beach,euthanasia,ill severe,33.8545294,-118.1564047,Alive on Intake,TRUE,0,"33.8545294, -118.1564047"
A663986,*alvin,cat,orange tabby,NA,Neutered,2019-11-09,2021-09-17,ill moderatete,stray,field,NA,2021-12-11,"2900 BLK ADRIATIC AVE, LONG BEACH, CA 90810",Long Beach,adoption,spec evt,33.8104097,-118.214618,Alive on Intake,FALSE,1,"33.8104097, -118.214618"
A690626,NA,cat,brown  tiger,white,Male,2022-11-16,2022-12-16,under age/weight,stray,field,NA,2022-12-16,"1500 BLK W SUMMIT ST, LONG BEACH, CA 90810",Long Beach,euthanasia,ill severe,33.7924587,-118.2123431,Alive on Intake,TRUE,0,"33.7924587, -118.2123431"
A715285,NA,cat,black,NA,Unknown,2024-04-15,2024-02-19,under age/weight,stray,otc,NA,2024-02-19,2900 BLK BELLFLOWER BLVD,Long Beach,died,enroute,33.8093568,-118.1219602,Alive on Intake,TRUE,0,"33.8093568, -118.1219602"
A681023,NA,cat,brown  tabby,white,Male,2022-03-28,2022-07-28,ill mild,stray,otc,NA,2022-07-28,"1500 BLK W SUMMIT ST, LONG BEACH, CA 90810",Long Beach,euthanasia,inj severe,33.7924587,-118.2123431,Alive on Intake,TRUE,0,"33.7924587, -118.2123431"
A650281,NA,cat,gray,NA,Unknown,2020-09-09,2020-10-18,under age/weight,stray,field,NA,2020-10-18,"5400 BLK N PARAMOUNT BLVD, LONG BEACH, CA 90805",Long Beach,rescue,littlelion,33.8545294,-118.1564047,Alive on Intake,FALSE,1,"33.8545294, -118.1564047"
A609717,NA,cat,gray tabby,NA,Male,2018-04-15,2018-06-15,under age/weight,stray,otc,NA,2018-06-15,"1500 BLK W SUMMIT ST, LONG BEACH, CA 90810",Long Beach,euthanasia,ill modera,33.7924587,-118.2123431,Alive on Intake,TRUE,0,"33.7924587, -118.2123431"
A631557,a631557,cat,brown  tabby,NA,Neutered,2019-04-08,2019-08-08,normal,stray,field,NA,2019-09-07,"5400 BLK N PARAMOUNT BLVD, LONG BEACH, CA 90805",Long Beach,"shelter, neuter, return",straycatal,33.8545294,-118.1564047,Alive on Intake,FALSE,1,"33.8545294, -118.1564047"
A667314,NA,cat,black,NA,Neutered,2021-08-29,2021-11-28,normal,"trap, neuter, return",NA,NA,2021-11-30,"2900 BLK DASHWOOD ST, LAKEWOOD, CA 90712",Long Beach,"trap, neuter, release",NA,33.8513688,-118.1565146,Alive on Intake,FALSE,1,"33.8513688, -118.1565146"
A631400,a631400*tracy,cat,brown  tabby,NA,Spayed,2017-08-07,2019-08-07,normal,stray,trap,NA,2019-08-14,"5400 BLK N PARAMOUNT BLVD, LONG BEACH, CA 90805",Long Beach,"shelter, neuter, return",straycatal,33.8545294,-118.1564047,Alive on Intake,FALSE,1,"33.8545294, -118.1564047"
A709498,NA,cat,gray tabby,white,Female,2023-09-13,2023-10-28,injured  moderate,stray,otc,NA,2023-10-28,1500 BLK W SUMMIT STREET LONG BEACH CA 90810,Long Beach,euthanasia,ill severe,33.7924587,-118.2123431,Alive on Intake,TRUE,0,"33.7924587, -118.2123431"
A600214,lola,cat,brown  tabby,white,Neutered,2015-11-17,2017-11-17,normal,stray,field,NA,2017-11-23,"5400 BLK N PARAMOUNT BLVD, LONG BEACH, CA 90805",Long Beach,return to owner,walkin,33.8545294,-118.1564047,Alive on Intake,FALSE,1,"33.8545294, -118.1564047"
A605262,blackie,cat,black,brown,Spayed,2011-03-24,2018-03-24,normal,owner surrender,otc,NA,2018-04-17,"2900 BLK E 15TH ST, LONG BEACH, CA 90804",Long Beach,adoption,pfe/pawshp,33.7860322,-118.1577365,Alive on Intake,FALSE,1,"33.7860322, -118.1577365"
A686701,*terra,cat,gray,NA,Female,2022-09-29,2022-10-13,under age/weight,stray,otc,NA,2022-10-24,"5400 BLK N PARAMOUNT BLVD, LONG BEACH, CA 90805",Long Beach,died,in kennel,33.8545294,-118.1564047,Alive on Intake,TRUE,0,"33.8545294, -118.1564047"
A678254,*sleepy,cat,cream,NA,Female,2022-06-09,2022-06-24,under age/weight,stray,otc,NA,2022-07-14,"5400 BLK N PARAMOUNT BLVD, LONG BEACH, CA 90805",Long Beach,rescue,catpaws,33.8545294,-118.1564047,Alive on Intake,FALSE,1,"33.8545294, -118.1564047"
A586448,goldie,cat,orange tabby,NA,Neutered,2014-03-02,2018-03-24,normal,owner surrender,otc,NA,2018-06-20,"2900 BLK E 15TH ST, LONG BEACH, CA 90804",Long Beach,adoption,pfe/pawshp,33.7860322,-118.1577365,Alive on Intake,FALSE,1,"33.7860322, -118.1577365"
A702795,NA,cat,lynx point,NA,Male,2017-07-13,2023-07-13,injured  moderate,stray,otc,NA,2023-07-13,2900 BLK E 15TH STREET LONG BEACH CA 90804,Long Beach,euthanasia,inj severe,33.7860322,-118.1577365,Alive on Intake,TRUE,0,"33.7860322, -118.1577365"
A642214,NA,cat,gray,white,Male,2020-03-28,2020-04-28,under age/weight,stray,otc,NA,2020-04-28,"1500 BLK WARDLOW RD, LONG BEACH, CA 90810",Long Beach,rescue,littlelion,33.8241941,-118.2127498,Alive on Intake,FALSE,1,"33.8241941, -118.2127498"
A640718,*whisper,cat,white,NA,Spayed,2018-03-05,2024-09-24,ill moderatete,stray,otc,NA,2024-10-04,2900 BLK E 4TH ST LONG BEACH 90814,Long Beach,community cat,commcat,33.7717068,-118.1578348,Alive on Intake,FALSE,1,"33.7717068, -118.1578348"
A709320,*honey,cat,gray,white,Spayed,2023-09-22,2023-10-25,under age/weight,stray,otc,NA,2024-03-01,"1500 BLOCK LOCUST AVE, LONG BEACAH",Long Beach,adoption,web,33.7854384,-118.1909253,Alive on Intake,FALSE,1,"33.7854384, -118.1909253"
A699318,NA,cat,black,white,Female,2023-05-02,2023-05-24,normal,stray,otc,NA,2023-05-24,"1500 BLOCK LOMA AVE, LONG BEACH CA",Long Beach,transfer,spcala,33.7859234,-118.1500575,Alive on Intake,FALSE,1,"33.7859234, -118.1500575"
A678250,*fava,cat,gray,NA,Spayed,2022-06-09,2022-06-24,under age/weight,stray,otc,NA,2022-07-13,"5400 BLK N PARAMOUNT BLVD, LONG BEACH, CA 90805",Long Beach,rescue,catpaws,33.8545294,-118.1564047,Alive on Intake,FALSE,1,"33.8545294, -118.1564047"
A713285,*matty b,cat,gray,NA,Neutered,2022-01-14,2024-01-14,injured  moderate,stray,field,NA,2024-01-28,2900 BLK E 63RD ST,Long Beach,adoption,web,33.8690316,-118.1588352,Alive on Intake,FALSE,1,"33.8690316, -118.1588352"
A634218,a634218*tigrea,cat,brown  tabby,NA,Spayed,2018-09-26,2019-09-26,normal,stray,otc,NA,2019-11-14,"5400 BLK N PARAMOUNT BLVD, LONG BEACH, CA 90805",Long Beach,"shelter, neuter, return",straycatal,33.8545294,-118.1564047,Alive on Intake,FALSE,1,"33.8545294, -118.1564047"
A593147,NA,cat,gray,NA,Unknown,2012-07-08,2017-07-08,normal,stray,otc,NA,2017-07-08,"2900 BLK E 63RD ST, LONG BEACH, CA 90805",Long Beach,euthanasia,ill severe,33.8690316,-118.1588365,Alive on Intake,TRUE,0,"33.8690316, -118.1588365"
A687419,*perry,cat,orange tabby,NA,Male,2022-06-25,2022-10-25,injured  mild,stray,field,NA,2022-11-02,"5400 BLK N PARAMOUNT BLVD, LONG BEACH, CA 90805",Long Beach,euthanasia,at vet,33.8545294,-118.1564047,Alive on Intake,TRUE,0,"33.8545294, -118.1564047"
A701929,*flit,cat,gray,white,Female,2023-04-30,2023-06-30,ill mild,stray,otc,NA,2023-08-23,1500 E 10TH STREET LONG BEACH CA 90813,Long Beach,adoption,NA,33.77897850000001,-118.173076,Alive on Intake,FALSE,1,"33.77897850000001, -118.173076"
A610741,*lady jane,cat,brown  tabby,NA,Spayed,2016-07-07,2018-07-07,normal,stray,otc,NA,2018-09-05,"2900 BLK E 63RD ST, LONG BEACH, CA 90805",Long Beach,adoption,walkin,33.8690316,-118.1588365,Alive on Intake,FALSE,1,"33.8690316, -118.1588365"
A589880,NA,cat,gray,NA,Female,2017-04-23,2017-05-07,under age/weight,stray,field,NA,2017-06-06,"1500 E 14TH ST, LONG BEACH, CA 90813",Long Beach,rescue,other resc,33.7844161,-118.1730895,Alive on Intake,FALSE,1,"33.7844161, -118.1730895"
A623297,NA,cat,black,NA,Female,2019-03-15,2019-03-15,under age/weight,stray,field,NA,2019-03-18,"1500 E 20TH ST, LONG BEACH, CA 90806",Long Beach,rescue,littlepaws,33.7936244,-118.1731751,Alive on Intake,FALSE,1,"33.7936244, -118.1731751"
A623301,NA,cat,gray tabby,NA,Male,2019-03-15,2019-03-15,under age/weight,stray,field,NA,2019-03-18,"1500 E 20TH ST, LONG BEACH, CA 90806",Long Beach,rescue,littlelion,33.7936244,-118.1731751,Alive on Intake,FALSE,1,"33.7936244, -118.1731751"
A623298,NA,cat,brown  tabby,NA,Male,2019-03-15,2019-03-15,under age/weight,stray,field,NA,2019-03-18,"1500 E 20TH ST, LONG BEACH, CA 90806",Long Beach,rescue,littlelion,33.7936244,-118.1731751,Alive on Intake,FALSE,1,"33.7936244, -118.1731751"
A600724,juniper,cat,gray tiger,white,Neutered,2017-06-04,2017-12-04,normal,stray,otc,NA,2017-12-10,"1500 E 23RD ST, SIGNAL HILL, CA 90755",Signal Hill,transfer,spcala,33.7987222,-118.1730788,Alive on Intake,FALSE,1,"33.7987222, -118.1730788"
A590189,NA,cat,brown  tabby,white,Male,2017-04-12,2017-05-12,under age/weight,stray,otc,NA,2017-05-18,"1500 E 60TH ST, LONG BEACH, CA 90805",Long Beach,rescue,fndanifoun,33.8642036,-118.1744493,Alive on Intake,FALSE,1,"33.8642036, -118.1744493"
A642478,*kacie,cat,tortie,black,Spayed,2018-05-07,2020-05-07,normal,stray,otc,NA,2020-05-20,"1500 E BAILEY WAY. LONG BEACH, CA 90813",Long Beach,foster to adopt,NA,33.7874942,-118.1730582,Alive on Intake,FALSE,1,"33.7874942, -118.1730582"
A631899,*shazam,cat,gray tabby,NA,Male,2019-07-11,2019-08-14,under age/weight,stray,otc,NA,2019-08-15,"1500 E BURNETT ST, SIGNAL HILL, CA 90755",Signal Hill,rescue,littlepaws,33.8004632,-118.1730246,Alive on Intake,FALSE,1,"33.8004632, -118.1730246"
A605770,NA,cat,white,black,Unknown,NA,2018-04-05,under age/weight,stray,field,NA,2018-04-05,"2900 BLK E THOMPSON ST, LONG BEACH, CA 90805",Long Beach,euthanasia,undrage/wt,33.8808757,-118.1587358,Alive on Intake,TRUE,0,"33.8808757, -118.1587358"
A711768,*zach,cat,gray tabby,NA,Neutered,2023-11-20,2023-12-11,under age/weight,stray,otc,NA,2024-02-20,"5400 BLK PARAMOUNT BLVD, LONG BEACH",Long Beach,adoption,web,33.8545294,-118.1564047,Alive on Intake,FALSE,1,"33.8545294, -118.1564047"
A699747,NA,cat,brown  tabby,white,Male,2023-05-01,2023-05-31,ill mild,stray,otc,NA,2023-06-01,5400 BLK VIA MIRANDA LONG BEACH 90805,Long Beach,died,in kennel,33.8548327,-118.1574436,Alive on Intake,TRUE,0,"33.8548327, -118.1574436"
A596370,NA,cat,white,NA,Unknown,2017-08-23,2017-09-01,under age/weight,stray,field,NA,2017-09-01,"1500 E BURNETT ST, SIGNAL HILL, CA 90755",Signal Hill,euthanasia,undrage/wt,33.8004632,-118.1730246,Alive on Intake,TRUE,0,"33.8004632, -118.1730246"
A708870,*dollie,cat,tortie,NA,Female,2023-08-28,2023-10-15,under age/weight,stray,otc,NA,2023-11-18,"5400 BLOCK CARSON ST, LONG BEACH CA",Long Beach,adoption,NA,33.8322381,-118.1270435,Alive on Intake,FALSE,1,"33.8322381, -118.1270435"
A611600,NA,cat,orange tabby,NA,Unknown,2018-07-05,2018-07-26,under age/weight,stray,field,NA,2018-07-26,"1500 E CARSON ST, LONG BEACH, CA 90807",Long Beach,rescue,littlelion,33.8321723,-118.1732703,Alive on Intake,FALSE,1,"33.8321723, -118.1732703"
A707473,*crystal geyser,cat,gray,NA,Neutered,2023-08-23,2023-09-23,under age/weight,stray,otc,NA,2023-10-29,"5400 BLOCK E EL JARDIN ST, LONG BEACH CA",Long Beach,adoption,NA,33.78272740000001,-118.1280633,Alive on Intake,FALSE,1,"33.78272740000001, -118.1280633"
A711385,spooky,cat,black,NA,Male,2009-12-02,2023-12-02,normal,owner surrender,otc,cost,2023-12-04,"5400 BLOCK PARAMOUNT BLVD, LONG BEACH CA",Long Beach,euthanasia,ill modera,33.8545294,-118.1564047,Alive on Intake,TRUE,0,"33.8545294, -118.1564047"
A621482,NA,cat,black,white,Male,2016-02-08,2019-02-08,normal,stray,otc,NA,2019-02-13,"5400 E ANAHEIM RD, LONG BEACH, CA 90815",Long Beach,transfer,spcala,33.7813111,-118.1286453,Alive on Intake,FALSE,1,"33.7813111, -118.1286453"
A716610,NA,cat,black,NA,Male,2024-03-04,2024-03-08,under age/weight,stray,otc,NA,2024-03-08,"1500 E. 28TH ST., SIGNAL HILL, CA 90755",Signal Hill,rescue,littlelion,33.8080411,-118.1730863,Alive on Intake,FALSE,1,"33.8080411, -118.1730863"
A698820,NA,cat,brown  tabby,white,Unknown,2020-05-14,2023-05-14,injured  severe,stray,field,NA,2023-05-14,2900 BLK GALE AVE,Long Beach,euthanasia,inj severe,33.8099912,-118.2075447,Alive on Intake,TRUE,0,"33.8099912, -118.2075447"
A590501,*kiki,cat,black,white,Female,2016-11-19,2017-05-19,normal,stray,otc,NA,2017-06-08,"1500 HENDERSON AVE, LONG BEACH, CA 90813",Long Beach,transport,other resc,33.7862377,-118.1976677,Alive on Intake,FALSE,1,"33.7862377, -118.1976677"
A592751,*monty,cat,black,NA,Male,2017-01-30,2017-06-30,normal,stray,field,NA,2017-07-14,"2900 BLK LADOGA AVE, LONG BEACH, CA 90815",Long Beach,rescue,cause4paws,33.8103374,-118.1035796,Alive on Intake,FALSE,1,"33.8103374, -118.1035796"
A626553,fry bread,cat,orange tabby,NA,Male,NA,2019-05-17,ill severe,stray,field,NA,2019-05-17,"1500 HOMEWOOD RD, SEAL BEACH, CA 90740",Seal Beach,transfer,sbacc,33.7645273,-118.085961,Alive on Intake,FALSE,1,"33.7645273, -118.085961"
A623453,NA,cat,gray,NA,Female,2010-03-18,2019-03-18,ill severe,stray,field,NA,2019-03-18,"5400 LIME AVE, LONG BEACH, CA 90805",Long Beach,euthanasia,ill severe,33.8543492,-118.183958,Alive on Intake,TRUE,0,"33.8543492, -118.183958"
A630627,a630627*emm,cat,brown  tabby,NA,Spayed,2018-07-25,2019-07-25,normal,stray,otc,NA,2019-07-31,"5400 N PARAMOUNT BLVD, LONG BEACH, CA 90805",Long Beach,"shelter, neuter, return",straycatal,33.8545294,-118.1564047,Alive on Intake,FALSE,1,"33.8545294, -118.1564047"
A630628,a630628*canada,cat,black,white,Spayed,2018-08-12,2019-07-25,normal,stray,otc,NA,2019-08-14,"5400 N PARAMOUNT BLVD, LONG BEACH, CA 90805",Long Beach,"shelter, neuter, return",straycatal,33.8545294,-118.1564047,Alive on Intake,FALSE,1,"33.8545294, -118.1564047"
A588117,NA,cat,white,black,Male,2017-03-05,2017-04-05,normal,stray,otc,NA,2017-04-07,"1500 PACIFIC AVE, LONG BEACH, CA 90813",Long Beach,rescue,other resc,33.7853169,-118.1937322,Alive on Intake,FALSE,1,"33.7853169, -118.1937322"
A632437,a632437*moody,cat,black,white,Spayed,2019-04-23,2019-08-23,fractious,stray,otc,NA,2019-09-07,"5400 N PARAMOUNT BLVD, LONG BEACH, CA 90805",Long Beach,"shelter, neuter, return",straycatal,33.8545294,-118.1564047,Alive on Intake,FALSE,1,"33.8545294, -118.1564047"
A588115,NA,cat,black,white,Female,2015-04-05,2017-04-05,normal,stray,otc,NA,2017-04-07,"1500 PACIFIC AVE, LONG BEACH, CA 90813",Long Beach,rescue,other resc,33.7853169,-118.1937322,Alive on Intake,FALSE,1,"33.7853169, -118.1937322"
A695657,*penny,cat,calico dilute,NA,Female,NA,2023-03-29,welfare seizures,stray,field,NA,2023-03-30,"5400 PARAMOUNT BLVD, LONG BEACH, CA 90805",Long Beach,transfer,spcala,33.8545294,-118.1564047,Alive on Intake,FALSE,1,"33.8545294, -118.1564047"
A584648,*angus,cat,gray,NA,Neutered,2013-01-14,2017-01-14,feral,stray,otc,NA,2017-02-07,"1500 REDONDO AVE, LONG BEACH, CA 90804",Long Beach,"shelter, neuter, return",straycatal,33.7859683,-118.1521263,Alive on Intake,FALSE,1,"33.7859683, -118.1521263"
A672326,*dandy lion,cat,black,white,Neutered,2019-03-31,2022-03-26,normal,stray,otc,NA,2022-05-06,"1500 STANLEY AVE, LONG BEACH, CA 90804",Long Beach,adoption,web,33.7862407,-118.1622283,Alive on Intake,FALSE,1,"33.7862407, -118.1622283"
A657511,*prince philip,cat,black,NA,Neutered,2014-06-27,2024-06-27,injured  moderate,stray,field,NA,2024-06-27,1500 W 23RD ST,Long Beach,euthanasia,ill severe,33.7989506,-118.2121945,Alive on Intake,TRUE,0,"33.7989506, -118.2121945"
A626730,*sharpie,cat,black,NA,Male,2019-03-25,2019-05-21,injured  severe,stray,field,NA,2019-07-03,"2900 BLK REDONDO AVE, LONG BEACH, CA 90806",Long Beach,adoption,pfe/pawshp,33.806607,-118.1513636,Alive on Intake,FALSE,1,"33.806607, -118.1513636"
A647831,NA,cat,brown  tabby,white,Male,2020-05-27,2020-08-27,normal,stray,otc,NA,2022-02-17,"1500 W BURNETT ST, LONG BEACH, CA 90810",Long Beach,adoption,NA,33.8004801,-118.2121162,Alive on Intake,FALSE,1,"33.8004801, -118.2121162"
A691760,*coco,cat,gray tabby,NA,Spayed,2022-01-23,2023-01-12,normal,stray,otc,NA,2023-01-31,"2900 BLK SANTA FE AVE, LONG BEACH, CA 90810",Long Beach,transfer,spcala,33.8104069,-118.2153851,Alive on Intake,FALSE,1,"33.8104069, -118.2153851"
A732421,kevin,cat,white,orange,Neutered,2023-11-13,2024-11-12,ill moderatete,stray,otc,NA,2024-11-16,"1500 W BURNETT ST, LONG BEACH, CA 90810",Long Beach,return to owner,walkin,33.8004801,-118.2121162,Alive on Intake,FALSE,1,"33.8004801, -118.2121162"
A584915,prince,cat,orange,white,Neutered,2016-04-21,2017-01-21,normal,owner surrender,otc,landlord,2017-01-23,"5500 AKERFIELD AVE, LONG BEACH, CA 90805",Long Beach,transfer,spcala,33.8571807,-118.1629143,Alive on Intake,FALSE,1,"33.8571807, -118.1629143"
A650274,*cullen,cat,gray,white,Neutered,2020-09-18,2020-10-18,ill severe,stray,field,NA,2020-11-14,"1500 W CAMERON ST, LONG BEACH, CA 90810",Long Beach,adoption,web,33.8235072,-118.213702,Alive on Intake,FALSE,1,"33.8235072, -118.213702"
A655339,levi,cat,chocolate point,NA,Neutered,2019-03-24,2021-05-03,normal,owner surrender,otc,bites,2021-05-19,"15000 SHERMAN WAY, VAN NUYS CA 91405",La City,adoption,web,34.2006695,-118.4601283,Alive on Intake,FALSE,1,"34.2006695, -118.4601283"
A625809,NA,cat,brown  tabby,white,Male,2019-02-03,2019-05-03,normal,stray,otc,NA,2019-05-06,"5500 BLK ACKERFIELD AVE, LONG BEACH, CA 90805",Long Beach,transfer,spcala,33.8571807,-118.1629143,Alive on Intake,FALSE,1,"33.8571807, -118.1629143"
A625808,NA,cat,calico dilute,NA,Spayed,2017-05-03,2019-05-03,normal,stray,otc,NA,2019-05-06,"5500 BLK ACKERFIELD AVE, LONG BEACH, CA 90805",Long Beach,transfer,spcala,33.8571807,-118.1629143,Alive on Intake,FALSE,1,"33.8571807, -118.1629143"
A625812,NA,cat,white,calico,Female,2019-02-03,2019-05-03,normal,stray,otc,NA,2019-05-06,"5500 BLK ACKERFIELD AVE, LONG BEACH, CA 90805",Long Beach,transfer,spcala,33.8571807,-118.1629143,Alive on Intake,FALSE,1,"33.8571807, -118.1629143"
A611718,baiiley,cat,white,NA,Spayed,2011-07-27,2018-07-27,normal,owner surrender,otc,no time,2018-07-28,"2900 BLK TIGERTAIL DR, LOS ALAMITOS, CA 90720",Los Alamitos,adoption,walkin,33.7775454,-118.0825736,Alive on Intake,FALSE,1,"33.7775454, -118.0825736"
A609177,*anna bob,cat,black,white,Neutered,2014-06-06,2018-06-06,fractious,stray,field,NA,2018-08-07,"1521 PIER C ST, LONG BEACH, CA 90813",Long Beach,"shelter, neuter, return",straycatal,33.7736101,-118.21176,Alive on Intake,FALSE,1,"33.7736101, -118.21176"
A664821,NA,cat,cream tabby,white,Male,2021-09-19,2021-10-04,under age/weight,stray,otc,NA,2021-10-08,"1545 N MOLINO AVE, LONG BEACH, CA 90804",Long Beach,euthanasia,ill severe,33.7868392,-118.1613073,Alive on Intake,TRUE,0,"33.7868392, -118.1613073"
A726873,*gambit,cat,gray,NA,Neutered,2024-07-31,2024-08-15,under age/weight,stray,otc,NA,2024-08-16,"2900 BLOCK RADNOR AVE, LONG BEACH CA",Long Beach,rescue,littlelion,33.808372,-118.1177742,Alive on Intake,FALSE,1,"33.808372, -118.1177742"
A596115,NA,cat,orange tabby,NA,Male,2017-07-27,2017-08-27,under age/weight,stray,otc,NA,2017-08-27,"1545 W 31ST ST, LONG BEACH, CA 90810",Long Beach,euthanasia,undrage/wt,33.8148151,-118.2130965,Alive on Intake,TRUE,0,"33.8148151, -118.2130965"
A731780,*fancy,cat,calico dilute,NA,Spayed,2024-09-29,2024-11-02,under age/weight,stray,otc,NA,2024-12-06,"2900 BLOCK WEBSTER AVE, LONG BEACH CA",Long Beach,adoption,web,33.8100006,-118.2197941,Alive on Intake,FALSE,1,"33.8100006, -118.2197941"
A605844,NA,cat,gray tabby,NA,Male,2018-03-06,2018-04-06,under age/weight,stray,otc,NA,2018-04-07,"1545 W 31ST ST, LONG BEACH, CA 90810",Long Beach,transfer,spcala,33.8148151,-118.2130965,Alive on Intake,FALSE,1,"33.8148151, -118.2130965"
A609221,*elmo,cat,black,NA,Male,2018-05-06,2018-06-06,normal,stray,otc,NA,2018-09-20,"1550 MARTIN LUTHER KING JR AVE, LONG BEACH, CA 90813",Long Beach,transfer,spcala,33.786767,-118.1803313,Alive on Intake,FALSE,1,"33.786767, -118.1803313"
